Province,fsa,Gender,Age,population
Newfoundland and Labrador ,A1K,Female,55 to 59,561
Newfoundland and Labrador ,A1K,Female,60 to 64,478
Newfoundland and Labrador ,A1K,Female,65 to 69,412
Newfoundland and Labrador ,A1K,Female,70 to 74,316
Newfoundland and Labrador ,A1K,Female,75 to 79,177
Newfoundland and Labrador ,A1K,Female,80 to 84,106
Newfoundland and Labrador ,A1K,Female,85 plus,93
Newfoundland and Labrador ,A1K,Male,25 to 29,420
Newfoundland and Labrador ,A1K,Male,30 to 34,413
Newfoundland and Labrador ,A1K,Male,35 to 39,509
Newfoundland and Labrador ,A1K,Male,40 to 44,600
Newfoundland and Labrador ,A1K,Male,45 to 49,610
Newfoundland and Labrador ,A1K,Male,50 to 54,587
Newfoundland and Labrador ,A1K,Male,55 to 59,583
Newfoundland and Labrador ,A1K,Male,60 to 64,488
Newfoundland and Labrador ,A1K,Male,65 to 69,418
Newfoundland and Labrador ,A1K,Male,70 to 74,311
Newfoundland and Labrador ,A1K,Male,75 to 79,171
Newfoundland and Labrador ,A1K,Male,80 to 84,85
Newfoundland and Labrador ,A1K,Male,85 plus,57
Newfoundland and Labrador ,A1L,Female,25 to 29,908
Newfoundland and Labrador ,A1L,Female,30 to 34,1033
Newfoundland and Labrador ,A1L,Female,35 to 39,1076
Newfoundland and Labrador ,A1L,Female,40 to 44,1060
Newfoundland and Labrador ,A1L,Female,45 to 49,937
Newfoundland and Labrador ,A1L,Female,50 to 54,802
Newfoundland and Labrador ,A1L,Female,55 to 59,678
Newfoundland and Labrador ,A1L,Female,60 to 64,520
Newfoundland and Labrador ,A1L,Female,65 to 69,457
Newfoundland and Labrador ,A1L,Female,70 to 74,305
Newfoundland and Labrador ,A1L,Female,75 to 79,162
Newfoundland and Labrador ,A1L,Female,80 to 84,104
Newfoundland and Labrador ,A1L,Female,85 plus,123
Newfoundland and Labrador ,A1L,Male,25 to 29,908
Newfoundland and Labrador ,A1L,Male,30 to 34,1021
Newfoundland and Labrador ,A1L,Male,35 to 39,1003
Newfoundland and Labrador ,A1L,Male,40 to 44,1012
Newfoundland and Labrador ,A1L,Male,45 to 49,931
Newfoundland and Labrador ,A1L,Male,50 to 54,778
Newfoundland and Labrador ,A1L,Male,55 to 59,713
Newfoundland and Labrador ,A1L,Male,60 to 64,476
Newfoundland and Labrador ,A1L,Male,65 to 69,423
Newfoundland and Labrador ,A1L,Male,70 to 74,290
Newfoundland and Labrador ,A1L,Male,75 to 79,158
Newfoundland and Labrador ,A1L,Male,80 to 84,88
Newfoundland and Labrador ,A1L,Male,85 plus,43
Newfoundland and Labrador ,A1M,Female,25 to 29,210
Newfoundland and Labrador ,A1M,Female,30 to 34,260
Newfoundland and Labrador ,A1M,Female,35 to 39,316
Newfoundland and Labrador ,A1M,Female,40 to 44,380
Newfoundland and Labrador ,A1M,Female,45 to 49,354
Newfoundland and Labrador ,A1M,Female,50 to 54,329
Newfoundland and Labrador ,A1M,Female,55 to 59,342
Newfoundland and Labrador ,A1M,Female,60 to 64,285
Newfoundland and Labrador ,A1M,Female,65 to 69,254
Newfoundland and Labrador ,A1M,Female,70 to 74,199
Newfoundland and Labrador ,A1M,Female,75 to 79,122
Newfoundland and Labrador ,A1M,Female,80 to 84,72
Newfoundland and Labrador ,A1M,Female,85 plus,50
Newfoundland and Labrador ,A1M,Male,25 to 29,227
Newfoundland and Labrador ,A1M,Male,30 to 34,251
Newfoundland and Labrador ,A1M,Male,35 to 39,288
Newfoundland and Labrador ,A1M,Male,40 to 44,346
Newfoundland and Labrador ,A1M,Male,45 to 49,350
Newfoundland and Labrador ,A1M,Male,50 to 54,346
Newfoundland and Labrador ,A1M,Male,55 to 59,336
Newfoundland and Labrador ,A1M,Male,60 to 64,287
Newfoundland and Labrador ,A1M,Male,65 to 69,235
Newfoundland and Labrador ,A1M,Male,70 to 74,194
Newfoundland and Labrador ,A1M,Male,75 to 79,112
Newfoundland and Labrador ,A1M,Male,80 to 84,54
Newfoundland and Labrador ,A1M,Male,85 plus,45
Newfoundland and Labrador ,A1N,Female,25 to 29,756
Newfoundland and Labrador ,A1N,Female,30 to 34,735
Newfoundland and Labrador ,A1N,Female,35 to 39,736
Newfoundland and Labrador ,A1N,Female,40 to 44,740
Newfoundland and Labrador ,A1N,Female,45 to 49,809
Newfoundland and Labrador ,A1N,Female,50 to 54,970
Newfoundland and Labrador ,A1N,Female,55 to 59,1035
Newfoundland and Labrador ,A1N,Female,60 to 64,1006
Newfoundland and Labrador ,A1N,Female,65 to 69,870
Newfoundland and Labrador ,A1N,Female,70 to 74,694
Newfoundland and Labrador ,A1N,Female,75 to 79,435
Newfoundland and Labrador ,A1N,Female,80 to 84,265
Newfoundland and Labrador ,A1N,Female,85 plus,278
Newfoundland and Labrador ,A1N,Male,25 to 29,772
Newfoundland and Labrador ,A1N,Male,30 to 34,789
Newfoundland and Labrador ,A1N,Male,35 to 39,702
Newfoundland and Labrador ,A1N,Male,40 to 44,666
Newfoundland and Labrador ,A1N,Male,45 to 49,735
Newfoundland and Labrador ,A1N,Male,50 to 54,843
Newfoundland and Labrador ,A1N,Male,55 to 59,930
Newfoundland and Labrador ,A1N,Male,60 to 64,923
Newfoundland and Labrador ,A1N,Male,65 to 69,786
Newfoundland and Labrador ,A1N,Male,70 to 74,598
Newfoundland and Labrador ,A1N,Male,75 to 79,359
Newfoundland and Labrador ,A1N,Male,80 to 84,196
Newfoundland and Labrador ,A1N,Male,85 plus,126
Newfoundland and Labrador ,A1S,Female,25 to 29,217
Newfoundland and Labrador ,A1S,Female,30 to 34,208
Newfoundland and Labrador ,A1S,Female,35 to 39,228
Newfoundland and Labrador ,A1S,Female,40 to 44,261
Newfoundland and Labrador ,A1S,Female,45 to 49,233
Newfoundland and Labrador ,A1S,Female,50 to 54,307
Newfoundland and Labrador ,A1S,Female,55 to 59,313
Newfoundland and Labrador ,A1S,Female,60 to 64,291
Newfoundland and Labrador ,A1S,Female,65 to 69,231
Newfoundland and Labrador ,A1S,Female,70 to 74,158
Newfoundland and Labrador ,A1S,Female,75 to 79,94
Newfoundland and Labrador ,A1S,Female,80 to 84,43
Newfoundland and Labrador ,A1S,Female,85 plus,33
Newfoundland and Labrador ,A1S,Male,25 to 29,191
Newfoundland and Labrador ,A1S,Male,30 to 34,218
Newfoundland and Labrador ,A1S,Male,35 to 39,239
Newfoundland and Labrador ,A1S,Male,40 to 44,207
Newfoundland and Labrador ,A1S,Male,45 to 49,233
Newfoundland and Labrador ,A1S,Male,50 to 54,305
Newfoundland and Labrador ,A1S,Male,55 to 59,282
Newfoundland and Labrador ,A1S,Male,60 to 64,293
Newfoundland and Labrador ,A1S,Male,65 to 69,242
Newfoundland and Labrador ,A1S,Male,70 to 74,147
Newfoundland and Labrador ,A1S,Male,75 to 79,74
Newfoundland and Labrador ,A1S,Male,80 to 84,51
Newfoundland and Labrador ,A1S,Male,85 plus,21
Newfoundland and Labrador ,A1V,Female,25 to 29,330
Newfoundland and Labrador ,A1V,Female,30 to 34,380
Newfoundland and Labrador ,A1V,Female,35 to 39,388
Newfoundland and Labrador ,A1V,Female,40 to 44,418
Newfoundland and Labrador ,A1V,Female,45 to 49,481
Newfoundland and Labrador ,A1V,Female,50 to 54,491
Newfoundland and Labrador ,A1V,Female,55 to 59,444
Newfoundland and Labrador ,A1V,Female,60 to 64,406
Newfoundland and Labrador ,A1V,Female,65 to 69,357
Newfoundland and Labrador ,A1V,Female,70 to 74,334
Newfoundland and Labrador ,A1V,Female,75 to 79,211
Newfoundland and Labrador ,A1V,Female,80 to 84,174
Newfoundland and Labrador ,A1V,Female,85 plus,151
Newfoundland and Labrador ,A1V,Male,25 to 29,320
Newfoundland and Labrador ,A1V,Male,30 to 34,337
Newfoundland and Labrador ,A1V,Male,35 to 39,327
Newfoundland and Labrador ,A1V,Male,40 to 44,356
Newfoundland and Labrador ,A1V,Male,45 to 49,419
Newfoundland and Labrador ,A1V,Male,50 to 54,466
Newfoundland and Labrador ,A1V,Male,55 to 59,460
Newfoundland and Labrador ,A1V,Male,60 to 64,370
Newfoundland and Labrador ,A1V,Male,65 to 69,349
Newfoundland and Labrador ,A1V,Male,70 to 74,293
Newfoundland and Labrador ,A1V,Male,75 to 79,190
Newfoundland and Labrador ,A1V,Male,80 to 84,138
Newfoundland and Labrador ,A1V,Male,85 plus,99
Newfoundland and Labrador ,A1W,Female,25 to 29,285
Newfoundland and Labrador ,A1W,Female,30 to 34,291
Newfoundland and Labrador ,A1W,Female,35 to 39,352
Newfoundland and Labrador ,A1W,Female,40 to 44,421
Newfoundland and Labrador ,A1W,Female,45 to 49,481
Newfoundland and Labrador ,A1W,Female,50 to 54,506
Newfoundland and Labrador ,A1W,Female,55 to 59,488
Newfoundland and Labrador ,A1W,Female,60 to 64,377
Newfoundland and Labrador ,A1W,Female,65 to 69,364
Newfoundland and Labrador ,A1W,Female,70 to 74,311
Newfoundland and Labrador ,A1W,Female,75 to 79,181
Newfoundland and Labrador ,A1W,Female,80 to 84,87
Newfoundland and Labrador ,A1W,Female,85 plus,95
Newfoundland and Labrador ,A1W,Male,25 to 29,305
Newfoundland and Labrador ,A1W,Male,30 to 34,329
Newfoundland and Labrador ,A1W,Male,35 to 39,333
Newfoundland and Labrador ,A1W,Male,40 to 44,352
Newfoundland and Labrador ,A1W,Male,45 to 49,437
Newfoundland and Labrador ,A1W,Male,50 to 54,512
Newfoundland and Labrador ,A1W,Male,55 to 59,467
Newfoundland and Labrador ,A1W,Male,60 to 64,425
Newfoundland and Labrador ,A1W,Male,65 to 69,326
Newfoundland and Labrador ,A1W,Male,70 to 74,287
Newfoundland and Labrador ,A1W,Male,75 to 79,165
Newfoundland and Labrador ,A1W,Male,80 to 84,98
Newfoundland and Labrador ,A1W,Male,85 plus,28
Newfoundland and Labrador ,A1X,Female,25 to 29,449
Newfoundland and Labrador ,A1X,Female,30 to 34,555
Newfoundland and Labrador ,A1X,Female,35 to 39,591
Newfoundland and Labrador ,A1X,Female,40 to 44,614
Newfoundland and Labrador ,A1X,Female,45 to 49,584
Newfoundland and Labrador ,A1X,Female,50 to 54,558
Newfoundland and Labrador ,A1X,Female,55 to 59,553
Newfoundland and Labrador ,A1X,Female,60 to 64,560
Newfoundland and Labrador ,A1X,Female,65 to 69,477
Newfoundland and Labrador ,A1X,Female,70 to 74,368
Newfoundland and Labrador ,A1X,Female,75 to 79,223
Newfoundland and Labrador ,A1X,Female,80 to 84,131
Newfoundland and Labrador ,A1X,Female,85 plus,108
Newfoundland and Labrador ,A1X,Male,25 to 29,453
Newfoundland and Labrador ,A1X,Male,30 to 34,510
Newfoundland and Labrador ,A1X,Male,35 to 39,540
Newfoundland and Labrador ,A1X,Male,40 to 44,604
Newfoundland and Labrador ,A1X,Male,45 to 49,624
Newfoundland and Labrador ,A1X,Male,50 to 54,549
Newfoundland and Labrador ,A1X,Male,55 to 59,565
Newfoundland and Labrador ,A1X,Male,60 to 64,525
Newfoundland and Labrador ,A1X,Male,65 to 69,489
Newfoundland and Labrador ,A1X,Male,70 to 74,368
Newfoundland and Labrador ,A1X,Male,75 to 79,213
Newfoundland and Labrador ,A1X,Male,80 to 84,112
Newfoundland and Labrador ,A1X,Male,85 plus,83
Newfoundland and Labrador ,A1Y,Female,25 to 29,124
Newfoundland and Labrador ,A1Y,Female,30 to 34,129
Newfoundland and Labrador ,A1Y,Female,35 to 39,135
Newfoundland and Labrador ,A1Y,Female,40 to 44,155
Newfoundland and Labrador ,A1Y,Female,45 to 49,181
Newfoundland and Labrador ,A1Y,Female,50 to 54,200
Newfoundland and Labrador ,A1Y,Female,55 to 59,239
Newfoundland and Labrador ,A1Y,Female,60 to 64,252
Newfoundland and Labrador ,A1Y,Female,65 to 69,226
Newfoundland and Labrador ,A1Y,Female,70 to 74,197
Newfoundland and Labrador ,A1Y,Female,75 to 79,136
Newfoundland and Labrador ,A1Y,Female,80 to 84,88
Newfoundland and Labrador ,A1Y,Female,85 plus,105
Newfoundland and Labrador ,A1Y,Male,25 to 29,131
Newfoundland and Labrador ,A1Y,Male,30 to 34,130
Newfoundland and Labrador ,A1Y,Male,35 to 39,126
Newfoundland and Labrador ,A1Y,Male,40 to 44,128
Newfoundland and Labrador ,A1Y,Male,45 to 49,159
Newfoundland and Labrador ,A1Y,Male,50 to 54,187
Newfoundland and Labrador ,A1Y,Male,55 to 59,210
Newfoundland and Labrador ,A1Y,Male,60 to 64,230
Newfoundland and Labrador ,A1Y,Male,65 to 69,218
Newfoundland and Labrador ,A1Y,Male,70 to 74,182
Newfoundland and Labrador ,A1Y,Male,75 to 79,114
Newfoundland and Labrador ,A1Y,Male,80 to 84,71
Newfoundland and Labrador ,A1Y,Male,85 plus,55
Newfoundland and Labrador ,A2A,Female,25 to 29,229
Newfoundland and Labrador ,A2A,Female,30 to 34,244
Newfoundland and Labrador ,A2A,Female,35 to 39,281
Newfoundland and Labrador ,A2A,Female,40 to 44,290
Newfoundland and Labrador ,A2A,Female,45 to 49,329
Newfoundland and Labrador ,A2A,Female,50 to 54,369
Newfoundland and Labrador ,A2A,Female,55 to 59,381
Newfoundland and Labrador ,A2A,Female,60 to 64,376
Newfoundland and Labrador ,A2A,Female,65 to 69,342
Newfoundland and Labrador ,A2A,Female,70 to 74,357
Newfoundland and Labrador ,A2A,Female,75 to 79,226
Newfoundland and Labrador ,A2A,Female,80 to 84,169
Newfoundland and Labrador ,A2A,Female,85 plus,114
Newfoundland and Labrador ,A2A,Male,25 to 29,214
Newfoundland and Labrador ,A2A,Male,30 to 34,224
Newfoundland and Labrador ,A2A,Male,35 to 39,238
Newfoundland and Labrador ,A2A,Male,40 to 44,257
Newfoundland and Labrador ,A2A,Male,45 to 49,306
Newfoundland and Labrador ,A2A,Male,50 to 54,359
Newfoundland and Labrador ,A2A,Male,55 to 59,389
Newfoundland and Labrador ,A2A,Male,60 to 64,371
Newfoundland and Labrador ,A2A,Male,65 to 69,339
Newfoundland and Labrador ,A2A,Male,70 to 74,280
Newfoundland and Labrador ,A2A,Male,75 to 79,193
Newfoundland and Labrador ,A2A,Male,80 to 84,123
Newfoundland and Labrador ,A2A,Male,85 plus,90
Newfoundland and Labrador ,A2B,Female,25 to 29,118
Newfoundland and Labrador ,A2B,Female,30 to 34,146
Newfoundland and Labrador ,A2B,Female,35 to 39,158
Newfoundland and Labrador ,A2B,Female,40 to 44,153
Newfoundland and Labrador ,A2B,Female,45 to 49,174
Newfoundland and Labrador ,A2B,Female,50 to 54,184
Newfoundland and Labrador ,A2B,Female,55 to 59,207
Newfoundland and Labrador ,A2B,Female,60 to 64,229
Newfoundland and Labrador ,A2B,Female,65 to 69,208
Newfoundland and Labrador ,A2B,Female,70 to 74,191
Newfoundland and Labrador ,A2B,Female,75 to 79,116
Newfoundland and Labrador ,A2B,Female,80 to 84,90
Newfoundland and Labrador ,A2B,Female,85 plus,62
Newfoundland and Labrador ,A2B,Male,25 to 29,120
Newfoundland and Labrador ,A2B,Male,30 to 34,110
Newfoundland and Labrador ,A2B,Male,35 to 39,110
Newfoundland and Labrador ,A2B,Male,40 to 44,126
Newfoundland and Labrador ,A2B,Male,45 to 49,151
Newfoundland and Labrador ,A2B,Male,50 to 54,175
Newfoundland and Labrador ,A2B,Male,55 to 59,205
Newfoundland and Labrador ,A2B,Male,60 to 64,199
Newfoundland and Labrador ,A2B,Male,65 to 69,185
Newfoundland and Labrador ,A2B,Male,70 to 74,163
Newfoundland and Labrador ,A2B,Male,75 to 79,94
Newfoundland and Labrador ,A2B,Male,80 to 84,60
Newfoundland and Labrador ,A2B,Male,85 plus,49
Newfoundland and Labrador ,A2H,Female,25 to 29,727
Newfoundland and Labrador ,A2H,Female,30 to 34,707
Newfoundland and Labrador ,A2H,Female,35 to 39,685
Newfoundland and Labrador ,A2H,Female,40 to 44,745
Newfoundland and Labrador ,A2H,Female,45 to 49,800
Newfoundland and Labrador ,A2H,Female,50 to 54,957
Newfoundland and Labrador ,A2H,Female,55 to 59,1056
Newfoundland and Labrador ,A2H,Female,60 to 64,1056
Newfoundland and Labrador ,A2H,Female,65 to 69,931
Newfoundland and Labrador ,A2H,Female,70 to 74,818
Newfoundland and Labrador ,A2H,Female,75 to 79,533
Newfoundland and Labrador ,A2H,Female,80 to 84,406
Newfoundland and Labrador ,A2H,Female,85 plus,440
Newfoundland and Labrador ,A2H,Male,25 to 29,742
Newfoundland and Labrador ,A2H,Male,30 to 34,655
Newfoundland and Labrador ,A2H,Male,35 to 39,647
Newfoundland and Labrador ,A2H,Male,40 to 44,689
Newfoundland and Labrador ,A2H,Male,45 to 49,721
Newfoundland and Labrador ,A2H,Male,50 to 54,856
Newfoundland and Labrador ,A2H,Male,55 to 59,969
Newfoundland and Labrador ,A2H,Male,60 to 64,929
Newfoundland and Labrador ,A2H,Male,65 to 69,928
Newfoundland and Labrador ,A2H,Male,70 to 74,766
Newfoundland and Labrador ,A2H,Male,75 to 79,512
Newfoundland and Labrador ,A2H,Male,80 to 84,320
Newfoundland and Labrador ,A2H,Male,85 plus,289
Newfoundland and Labrador ,A2N,Female,25 to 29,196
Newfoundland and Labrador ,A2N,Female,30 to 34,223
Newfoundland and Labrador ,A2N,Female,35 to 39,229
Newfoundland and Labrador ,A2N,Female,40 to 44,232
Newfoundland and Labrador ,A2N,Female,45 to 49,289
Newfoundland and Labrador ,A2N,Female,50 to 54,373
Newfoundland and Labrador ,A2N,Female,55 to 59,419
Newfoundland and Labrador ,A2N,Female,60 to 64,391
Newfoundland and Labrador ,A2N,Female,65 to 69,390
Newfoundland and Labrador ,A2N,Female,70 to 74,316
Newfoundland and Labrador ,A2N,Female,75 to 79,214
Newfoundland and Labrador ,A2N,Female,80 to 84,151
Newfoundland and Labrador ,A2N,Female,85 plus,171
Newfoundland and Labrador ,A2N,Male,25 to 29,204
Newfoundland and Labrador ,A2N,Male,30 to 34,197
Newfoundland and Labrador ,A2N,Male,35 to 39,206
Newfoundland and Labrador ,A2N,Male,40 to 44,167
Newfoundland and Labrador ,A2N,Male,45 to 49,249
Newfoundland and Labrador ,A2N,Male,50 to 54,307
Newfoundland and Labrador ,A2N,Male,55 to 59,364
Newfoundland and Labrador ,A2N,Male,60 to 64,377
Newfoundland and Labrador ,A2N,Male,65 to 69,351
Newfoundland and Labrador ,A2N,Male,70 to 74,307
Newfoundland and Labrador ,A2N,Male,75 to 79,182
Newfoundland and Labrador ,A2N,Male,80 to 84,108
Newfoundland and Labrador ,A2N,Male,85 plus,100
Newfoundland and Labrador ,A2V,Female,25 to 29,266
Newfoundland and Labrador ,A2V,Female,30 to 34,321
Newfoundland and Labrador ,A2V,Female,35 to 39,346
Newfoundland and Labrador ,A2V,Female,40 to 44,374
Newfoundland and Labrador ,A2V,Female,45 to 49,359
Newfoundland and Labrador ,A2V,Female,50 to 54,339
Newfoundland and Labrador ,A2V,Female,55 to 59,283
Newfoundland and Labrador ,A2V,Female,60 to 64,252
Newfoundland and Labrador ,A2V,Female,65 to 69,222
Newfoundland and Labrador ,A2V,Female,70 to 74,155
Newfoundland and Labrador ,A2V,Female,75 to 79,70
Newfoundland and Labrador ,A2V,Female,80 to 84,30
Newfoundland and Labrador ,A2V,Female,85 plus,21
Newfoundland and Labrador ,A2V,Male,25 to 29,286
Newfoundland and Labrador ,A2V,Male,30 to 34,348
Newfoundland and Labrador ,A2V,Male,35 to 39,403
Newfoundland and Labrador ,A2V,Male,40 to 44,396
Newfoundland and Labrador ,A2V,Male,45 to 49,393
Newfoundland and Labrador ,A2V,Male,50 to 54,351
Newfoundland and Labrador ,A2V,Male,55 to 59,310
Newfoundland and Labrador ,A2V,Male,60 to 64,284
Newfoundland and Labrador ,A2V,Male,65 to 69,249
Newfoundland and Labrador ,A2V,Male,70 to 74,167
Newfoundland and Labrador ,A2V,Male,75 to 79,86
Newfoundland and Labrador ,A2V,Male,80 to 84,40
Newfoundland and Labrador ,A2V,Male,85 plus,17
Newfoundland and Labrador ,A5A,Female,25 to 29,167
Newfoundland and Labrador ,A5A,Female,30 to 34,196
Newfoundland and Labrador ,A5A,Female,35 to 39,240
Newfoundland and Labrador ,A5A,Female,40 to 44,231
Newfoundland and Labrador ,A5A,Female,45 to 49,267
Newfoundland and Labrador ,A5A,Female,50 to 54,268
Newfoundland and Labrador ,A5A,Female,55 to 59,223
Newfoundland and Labrador ,A5A,Female,60 to 64,187
Newfoundland and Labrador ,A5A,Female,65 to 69,192
Newfoundland and Labrador ,A5A,Female,70 to 74,166
Newfoundland and Labrador ,A5A,Female,75 to 79,127
Newfoundland and Labrador ,A5A,Female,80 to 84,96
Newfoundland and Labrador ,A5A,Female,85 plus,104
Newfoundland and Labrador ,A5A,Male,25 to 29,181
Newfoundland and Labrador ,A5A,Male,30 to 34,174
Newfoundland and Labrador ,A5A,Male,35 to 39,176
Newfoundland and Labrador ,A5A,Male,40 to 44,199
Newfoundland and Labrador ,A5A,Male,45 to 49,221
Newfoundland and Labrador ,A5A,Male,50 to 54,230
Newfoundland and Labrador ,A5A,Male,55 to 59,205
Newfoundland and Labrador ,A5A,Male,60 to 64,187
Newfoundland and Labrador ,A5A,Male,65 to 69,183
Newfoundland and Labrador ,A5A,Male,70 to 74,156
Newfoundland and Labrador ,A5A,Male,75 to 79,97
Newfoundland and Labrador ,A5A,Male,80 to 84,67
Newfoundland and Labrador ,A5A,Male,85 plus,57
Newfoundland and Labrador ,A8A,Female,25 to 29,143
Newfoundland and Labrador ,A8A,Female,30 to 34,156
Newfoundland and Labrador ,A8A,Female,35 to 39,174
Newfoundland and Labrador ,A8A,Female,40 to 44,203
